CodigoVenda,CodigoProduto,Descricao,Quantidade,ValorUnitario,ValorTotal
17791,3770,DISCO FLAP CURV G120 115X22;2MM METAL - WORKER,1.0,7.43,7.43
17791,3055,TINTA ESMALTE IMOB FOSCO 900ML PRETO,1.0,30.76,30.76
17791,2207,MASSA TAPA FURO 90G,1.0,15.92,15.92
17791,729,TRINCHA PARA PINTURA 396 3/4,1.0,3.76,3.76
17792,3247,ADESIVO PVC 17G KRONA,1.0,1.63,1.63
17792,1512,TUBOZAN TE ESG 50,1.0,5.78,5.78
17792,1538,TUBOZAN SIFAO DUPLO BRANCO COM ANEL,1.0,12.0,12.0
17792,1537,TUBOZAN SIFAO SIMPLES BRANCO,1.0,5.08,5.08
17792,3600,TRAMONTINA BICO ADAPT ENGATE RAPIDO 3/4 C/BUCHA 1/2,1.0,1.98,1.98
17792,3604,TRAMONTINA ENGATE RAPIDO P/MANGUEIRA 1/2,1.0,2.18,2.18
17792,3268,EXTENSAO 2P 3M 10A BRANCO 17911 ILUMI,1.0,12.87,12.87
17792,2433,ROMAZI PINO 3 SAIDAS 2P+T 10A CZ 6208,2.0,6.735,13.47
17793,1190,AMANCO CX SIF GR BR QD DN100X100XDN50,1.0,54.79,54.79
17793,2353,CAIXA PLÁSTICA 4X2 AM ROMAZI,7.0,2.10571,14.74
17793,1608,TUBOZAN JOELHO 90 SOLD 25,5.0,1.12,5.6
17793,1580,TUBOZAN JOELHO 90 SOLD C/ROSCA 25 X 1/2,3.0,4.19333,12.58
17793,1616,TUBOZAN REGISTRO ESFERA SOLD 25,1.0,9.24,9.24
17793,1603,TUBOZAN TE RED SOLD 50 X 25,1.0,16.85,16.85
17793,1625,TUBOZAN TE SOLD 50,1.0,16.48,16.48
17793,1623,TUBOZAN TE SOLD 25,2.0,2.42,4.84
17793,1554,TUBOZAN TE SOLD C/ROSCA 25 X 1/2,3.0,6.18,18.54
17793,1574,TUBOZAN CAP SOLD 25,4.0,1.585,6.34
17794,2598,TINTA SPRAY USO GERAL PRETO BRIL 350ML,1.0,21.97,21.97
17794,3222,TINTA SPRAY USO GERAL BRANCO BRILHANTE 400ML,1.0,20.03,20.03
17795,1268,CONEXAO MANG UNIAO 3/4 X 1/2 RED AZUL LIEGE,1.0,4.0,4.0
17796,3774,SILICONE ECO BRANCO 290G - KALA,1.0,25.0,25.0
17797,775,"FIO  BOBINA 2,5 AZUL",3.0,2.33333,7.0
17798,3583,TANQUE 24L C/VAL INTEG BELLART BR DURIN,1.0,140.36,140.36
17798,1537,TUBOZAN SIFAO SIMPLES BRANCO,1.0,9.64,9.64
17799,4,CORDA CARRETEL COLORIDA 06MM 150M VAP,3.0,2.05,6.15
17799,233,CHAVE COMBINADA 8MM,1.0,10.85,10.85
17800,2512,CANTONEIRA RED. LEVE 25CM THOMPSON,3.0,4.50333,13.51
17800,3514,BLUMENAU LAMPADA LED - 9W 127/220V 3.000K,2.0,3.34,6.68
17800,950,PARAF SEXTAVADO R SOBERBA ZINC 3/16 X50MM,6.0,0.30167,1.81
17801,1062,AMANCO ELETRODUTO CORRUGADO 20X50M,6.0,3.22667,19.36
17801,2353,CAIXA PLÁSTICA 4X2 AM ROMAZI,2.0,2.32,4.64
17802,314,KRONA JOELHO ESG 90X50MM,50.0,4.525,226.25
17802,97,ATLAS FITA VEDA-ROSCA 18MMX50M,5.0,7.458,37.29
17802,3177,FITA VEDA ROSCA 18MM X 50M GOOL,3.0,9.62,28.86
17802,3475,"NIVELADOR PISO 1,0MM (PCTE 50PC) VONDER",15.0,14.596,218.94
17802,954,PLASTIFICANTE ARGAMASSA ADITIVO 18L QUARTZOLIT,2.0,189.33,378.66
17805,3400,SANTA CLARA BACIA SANIT. CONVENCIONAL ARAXA BR,1.0,216.23,216.23
17805,255,COLUNA P/LAV. DIAMANTINA BRANCA,1.0,111.87,111.87
17805,324,LAVATORIO DIAMANTINA 56X46CM BR,1.0,171.9,171.9
17805,3430,KIT ACESSORIOS 5 PCS QUADRUS STANDARD NITRO,1.0,61.12,61.12
17805,768,PARAFUSO P/VASO BUCHA 10 LATONADO,6.0,2.16167,12.97
17805,2621,ASTRA ANEL VEDACAO P/ BACIA COM GUIA,1.0,8.72,8.72
17805,484,ASTRA TUBO LIGACAO 25CM BR SANF C/CANOPL,1.0,18.63,18.63
17805,3315,DURIN ASSENTO SANIT ESPECIAL BRANCO,1.0,44.83,44.83
17805,1542,TUBOZAN ENGATE FLEXIVEL 60,1.0,8.99,8.99
17805,3567,ARMARIO BANHEIRO BELLART BR DURIN,1.0,165.96,165.96
17805,828,"TANQUE JUNIOR 0,64 X 0,64 BRANCO",1.0,209.3,209.3
17805,1537,TUBOZAN SIFAO SIMPLES BRANCO,3.0,9.69667,29.09
17805,1546,TUBOZAN VALVULA P/LAVAT E TANQUE,2.0,4.875,9.75
17805,438,CANTONEIRA PESADA 50CM THOMPSON,2.0,25.4,50.8
17805,253,CHUVEIRO MAXI DUCHA 220V/4600W LORENZETTI,1.0,79.69,79.69
17805,3433,TORN METAL /ABS LAVATORIO 1/4 NITRO JR,1.0,72.47,72.47
17805,3432,TORN METAL /ABS COZ 1/4 NITRO CANO 5/8,1.0,63.32,63.32
17805,3494,BRACO P/CHUV. PVC 30CM BR C/CAN,1.0,4.5,4.5
17805,3608,REGISTRO ESFERA MAQUINA 1/2 X 3/4 METAL CEU METAIS,1.0,24.04,24.04
17805,3330,TORN TANQ 15CM BERLIM 1/4 VOLTA BR DURIN,1.0,25.78,25.78
17805,164,DOCOL ACAB P/VALV DESC GELO POLAR,1.0,43.39,43.39
17805,169,DOCOL  ACAB 1/2 A 1 NEW PERTUTTI CHROME,1.0,69.55,69.55
17805,1054,AMANCO ELETRODUTO CORRUGADO 32X25M,3.0,6.15333,18.46
17805,3560,FITA VEDA ROSCA 18MMX25M,1.0,3.58,3.58
17805,3528,SELANTE PU40 FIX CINZA 387G,1.0,25.06,25.06
17806,781,"FIO  BOBINA 6,0 PRETO",10.0,5.188,51.88
17806,2668,CONECTOR PORC BIPOLAR 10MM THOMPSON,2.0,4.06,8.12
17807,3340,FITA ISOLANTE 18MMX10M IMPERIAL 3M,1.0,7.0,7.0
17809,195,BROCA ACO RAPIDO 03.00MMX6.1CM,2.0,5.085,10.17
17809,1970,AMANCO JOELHO 90 BOLSA CTA ESG SN DN40 CB,2.0,2.92,5.84
17810,763,AREIA MEDIA,2.0,130.0,260.0
17811,770,"FIO BOBINA 1,5 AZUL",50.0,1.3776,68.88
17811,771,"FIO BOBINA 1,5 PRETO",50.0,1.3776,68.88
17811,3488,"CABO FLEX 2,50MM C/100M VERDE PW",1.0,256.12,256.12
17811,3484,"CABO FLEX 2,50MM C/100M VERMELHO PW",1.0,256.12,256.12
17812,1305,NIVEL TIPO BOX 40 1000MM 3 BOLHAS WORKER,1.0,110.0,110.0
17813,3439,ESPATULA CABO MADEIRA 12CM THOMPSON,1.0,11.3,11.3
17813,640,ARGAMASSA USICAL - MULTIUSO INT E EXT 20KG,3.0,43.9,131.7
17817,70,ROLO DE PINTURA ANTIGOTA POLIAMIDA 9CM,1.0,15.03,15.03
17817,73,ROLO DE PINTURA DE LA NATURAL 9CM,1.0,11.68,11.68
17817,82,TRINCHA P/PINTURA 395 2 1/2,1.0,14.29,14.29
17821,478,TRENA FIBRA ABERTA 30M THOMPSON,1.0,68.95,68.95
17821,2453,ROMAZI INT 2 TEC SP +TOM 10A PL 4X2 BR 2017 DUNAS,1.0,19.02,19.02
17821,3587,DEWALT PARAF/FUR.20V MAX LITIO 1BAT 2AH,1.0,1140.0,1140.0
17821,3526,"LINHA P/PEDREIRO 0,80MM X 100M LARANJA VONDER",2.0,19.4,38.8
17821,3108,TRENA DE ACO EMBOR 25MM 10M THOMPSON,1.0,48.26,48.26
17821,3237,ROMAZI BOCAL E-27 PORCELANA BR,1.0,2.87,2.87
17822,3620,LUVA LATEX G 32CM AMARELA C/FORRO IMBAT,1.0,3.04,3.04
17822,1072,AVANT LAMPADA PERA BRANCA 15W-BIV,1.0,8.96,8.96
17824,2505,MARTELO POLIDO THOMPSON 27MM,1.0,56.0,56.0
17826,722,CIMENTO ITAU 50KG,6.0,49.9,299.4
17826,635,CAL HIDRATADA CH III 20 KG,3.0,22.8,68.4
17826,764,AREIA FINA,1.0,160.05,160.05
17827,763,AREIA MEDIA,2.0,136.715,273.43
17827,153,"FERRO 4,2MM 1,3KG 12MT",3.0,15.52333,46.57
17828,108,ROLO DE PINTURA MONARCA DE LA SINT 22MM,1.0,32.0,32.0
17829,2302,"TELHA ECONOFLEX 2.44 X 0,50 4MM",8.0,25.45375,203.63
17829,808,PREGO TELHEIRO 18X30 (500G),1.0,18.37,18.37
17831,1623,TUBOZAN TE SOLD 25,1.0,2.37,2.37
17831,1608,TUBOZAN JOELHO 90 SOLD 25,1.0,1.1,1.1
17831,1559,TUBOZAN JOELHO 90 SOLD C/BUCHA LATAO 25 X 1/2,2.0,10.875,21.75
17831,1581,TUBOZAN JOELHO 90 SOLD C/ROSCA 25 X 3/4,1.0,4.52,4.52
17831,409,KRONA TUBO SOLD 25MM 6M,2.0,24.13,48.26
17832,3229,REJUNTE CERAMICAS CORDA 5KG QUARTZOLIT,1.0,54.21,54.21
17832,2343,REJUNTE CERAMICAS CORDA 1KG QUARTZOLIT,2.0,11.495,22.99
17832,3108,TRENA DE ACO EMBOR 25MM 10M THOMPSON,1.0,48.26,48.26
17833,3435,DESEMPENADEIRA PLAST CORRUGADA AZUL 18X30,1.0,17.94,17.94
17833,264,DESEMPENADEIRA PLAST 17X30CM C/ESPUMA MAX,1.0,26.8,26.8
17833,383,REGUA REFORCADA 3/1 LARGA TPA AZUL,1.0,61.73,61.73
17833,3436,DESEMPENADEIRA PLAST CORRUGADA PRETA 18X30,1.0,13.85,13.85
17833,1690,BOTIJAO TERM 9L PRETO,1.0,111.57,111.57
17833,3108,TRENA DE ACO EMBOR 25MM 10M THOMPSON,1.0,44.11,44.11
17834,1629,TUBOZAN CURVA 90 CURTA ESG 40,3.0,7.53333,22.6
17834,1090,AMANCO JOELHO 90 SOLD BUCHA LATAO 25MMX1/2 CB,3.0,13.62,40.86
17834,1565,TUBOZAN TE SOLD C/BUCHA LATAO 25 X 1/2,2.0,17.02,34.04
17834,1608,TUBOZAN JOELHO 90 SOLD 25,6.0,1.11,6.66
17834,177,ADESIVO PLAST 175G C/PINCEL KRONA,1.0,18.18,18.18
17834,3423,FITA VEDA ROSCA 18MMX5M,1.0,1.57,1.57
17834,1568,TUBOZAN TUBO SOLD 25 6M,3.0,24.21667,72.65
17834,1496,TUBOZAN TUBO ESGOTO 40 SN 6M,0.5,35.94,17.97
17834,1546,TUBOZAN VALVULA P/LAVAT E TANQUE,2.0,5.055,10.11
17834,381,DOCOL REG PVC BASETEC 25MM 1/2 VOLTA,1.0,56.55,56.55
17834,1524,TUBOZAN JOELHO 90 ESGOTO 100,1.0,11.06,11.06
17834,1532,TUBOZAN RED EXC ESG 100 X 50,1.0,12.94,12.94
17834,3526,"LINHA P/PEDREIRO 0,80MM X 100M LARANJA VONDER",6.0,18.34167,110.05
17834,2353,CAIXA PLÁSTICA 4X2 AM ROMAZI,10.0,2.352,23.52
17834,2459,"TRELICA TG8L 6/4,2/4,2MM 6M",6.0,57.04,342.24
17835,761,PEDRISCO N 00,5.0,280.0,1400.0
17837,764,AREIA FINA,10.0,160.0,1600.0
17837,763,AREIA MEDIA,10.0,130.0,1300.0
17838,1983,"PORC 80X80 BIANCO POLIDO A (1,93MT)",9.65,91.91503,886.98
17838,772,"FIO BOBINA 1,5 VERMELHA",100.0,1.4602,146.02
17839,1206,AMANCO JUNCAO SIMP RED ESG SN DN100X50 CB,1.0,47.09,47.09
17839,1526,TUBOZAN TE RED ESG 100 X 50,1.0,27.95,27.95
17839,314,KRONA JOELHO ESG 90X50MM,9.0,5.55,49.95
17840,72,ROLO DE PINTURA RENDEPLUS MICROFIBRA 23CM,1.0,17.55,17.55
17840,82,TRINCHA P/PINTURA 395 2 1/2,1.0,14.45,14.45
17841,763,AREIA MEDIA,2.0,139.0,278.0
17842,2689,MICTORIO BRANCO MC-01 LORENZETTI,1.0,437.3,437.3
17842,118,ESPUDE P/VASO SANITARIO PLASTICO BR,1.0,3.61,3.61
17842,767,PARAFUSO P/VASO BUCHA 08 LATONADO,2.0,2.045,4.09
17843,3529,ESPUMA PU 320G TEK BOND,1.0,30.0,30.0
17845,3623,ARGAMASSA COLANTE CANAÃ - AC I 20KG,30.0,20.053667,601.61
17846,3674,"MASSA ACRILICA 1,3KG AGACRYL",1.0,19.11,19.11
17846,82,TRINCHA P/PINTURA 395 2 1/2,1.0,13.67,13.67
17846,81,TRINCHA P/PINTURA 395 2,1.0,10.41,10.41
17846,3439,ESPATULA CABO MADEIRA 12CM THOMPSON,1.0,10.81,10.81
17847,1224,BROCA ACO RAPIDO MM 10;00MM - WORKER,1.0,42.0,42.0
17848,2513,CANTONEIRA LEVE 30CM THOMPSON,2.0,10.56,21.12
17848,3067,PARAF PHIL FIX. C/CH. 3.5X20 BC,10.0,0.119,1.19
17848,630,BUCHA PLAST FIXACAO C/ANEL 06,30.0,0.089333,2.68
17849,2963,"FORTEPLAST FORRO PVC GEM  0,20X8MM 5MT BR 1,0 M2",31.0,25.9,802.9
17849,1027,"FORTEPLAST FORRO PVC GEM  0,20X8MM 8MT  BR 1,6 M2",9.6,25.9,248.64
17849,1030,FORTEPLAST PERFIL U PVC BRANCO 06MT,8.0,29.0,232.0
17849,2320,PARAF DRYWALL PA 4;2MMX13MM (PT 100UN) - WORKER,5.0,14.0,70.0
17850,5,MANGUEIRA TRAN SIL VERD 1/2X2MM 200M FAMASTIL,11.0,4.09091,45.0
17851,3436,DESEMPENADEIRA PLAST CORRUGADA PRETA 18X30,1.0,16.0,16.0
17852,2310,"FIO BOBINA 2,5 VERDE",10.0,2.172,21.72
17852,772,"FIO BOBINA 1,5 VERMELHA",20.0,1.414,28.28
17853,719,MAX COLLOR TEXTURA BCA 20KG,1.0,79.9,79.9
17853,59,FITA CREPE USO GERAL 48MM X 50M ADERE,5.0,22.22,111.1
17854,904,CORANTE LIQUIDO PRETO,1.0,7.25,7.25
17855,801,ARAME RECOZIDO TORCIDO 18,1.0,33.0,33.0
17856,3340,FITA ISOLANTE 18MMX10M IMPERIAL 3M,1.0,7.0,7.0
17861,3319,"MANGUEIRA JARDIM STANDARD 1/2"" DURIN",22.0,5.769545,126.93
17861,726,CORDA CARRETEL COLORIDA 08MM 240M VAP,5.0,2.114,10.57
17862,800,ARAME RECOZIDO LISO 18,5.0,24.022,120.11
17862,807,PREGO C/CABECA 18X30 GERDAU,5.0,23.378,116.89
17866,813,GESCALITE 1L,1.0,17.0,17.0
17867,3678,LIXA MASSA 60 3M,4.0,1.06,4.24
17868,177,ADESIVO PLAST 175G C/PINCEL KRONA,1.0,19.94,19.94
17868,1583,TUBOZAN LUVA SOLD 25,1.0,1.36,1.36
17868,1599,TUBOZAN LUVA SOLD C/RED 25 X 20,1.0,2.7,2.7
17868,1608,TUBOZAN JOELHO 90 SOLD 25,3.0,1.21667,3.65
17868,1568,TUBOZAN TUBO SOLD 25 6M,1.5,26.56667,39.85
17869,2578,"VERNIZ CETOL SPARLACK ACETINADO 3,6L NATURAL",1.0,255.0,255.0
17869,2320,PARAF DRYWALL PA 4;2MMX13MM (PT 100UN) - WORKER,2.0,15.0,30.0
17870,3598,ALONGADOR 1/2X4CM CR CEU METAIS,5.0,9.0,45.0
17871,1568,TUBOZAN TUBO SOLD 25 6M,0.5,21.98,10.99
17871,583,KRONA TUBO ESGOTO PVC 50MM 6M,0.5,76.26,38.13
17871,1623,TUBOZAN TE SOLD 25,1.0,2.18,2.18
17871,1522,TUBOZAN JOELHO 90 ESGOTO 50,3.0,4.09667,12.29
17871,1608,TUBOZAN JOELHO 90 SOLD 25,4.0,1.0075,4.03
17871,1090,AMANCO JOELHO 90 SOLD BUCHA LATAO 25MMX1/2 CB,1.0,12.37,12.37
17872,722,CIMENTO ITAU 50KG,30.0,49.9,1497.0
17875,2310,"FIO BOBINA 2,5 VERDE",38.0,2.28421,86.8
17875,2408,ROMAZI 2 INT MDL 10A SP+TOM 10A PL 4X2 BR 2617 CANOA,1.0,22.2,22.2
17875,2398,ROMAZI 1 TOM MDL 10A PL 4X2 BR 1613 CANOA,1.0,11.0,11.0
17876,498,TRENA DE ACO EMBOR 19MM 5M THOMPSON,1.0,19.0,19.0
17877,722,CIMENTO ITAU 50KG,100.0,49.9,4990.0
17880,3213,LAMINA TICO-TICO 75MM 6D C/2 STARRETT,2.0,16.5,33.0
17881,1623,TUBOZAN TE SOLD 25,2.0,2.7,5.4
17882,321,LAMINA DE SERRA ACO HAMMER 300MMX24D,1.0,5.0,5.0
17883,2207,MASSA TAPA FURO 90G,1.0,19.0,19.0
17884,722,CIMENTO ITAU 50KG,2.0,49.9,99.8
17884,760,TIJOLO 8 FUROS 9 X 17 X 17 CM,180.0,1.5566666667,280.2
17885,1375,AMANCO LUVA SOLD BUCHA LATAO 25MMX1/2,1.0,17.67,17.67
17885,1378,AMANCO TE ESGOTO 50X50MM,1.0,24.83,24.83
17887,1108,AMANCO CAP SOLD 25MM CB,2.0,3.25,6.5
17889,970,TECPLUS 1 IMPERMEABILIZANTE 1L - QUARTZOLIT,3.0,20.0,60.0
17890,761,PEDRISCO N 00,1.0,230.34,230.34
17890,722,CIMENTO ITAU 50KG,10.0,39.655,396.55
17890,635,CAL HIDRATADA CH III 20 KG,5.0,18.114,90.57
17890,2459,"TRELICA TG8L 6/4,2/4,2MM 6M",5.0,50.784,253.92
17890,2747,BELGO PREGO 19X36,2.0,20.405,40.81
17890,2666,PREGO C/CABECA 17X27 GERDAU,2.0,21.46,42.92
17890,1570,TUBOZAN TUBO SOLD 40 6M,0.5,71.52,35.76
17890,2811,TUBOZAN ADAP. SOLDAVEL P/CX DAGUA C/VED 40 X 1.1/4,1.0,37.27,37.27
17890,1626,TUBOZAN BUCHA RED SOLD LONGA 40 X 25,1.0,4.55,4.55
17890,2026,GANCHO REDE PARAFUSAR ( PAR ),3.0,7.28333,21.85
17890,1491,TUBOZAN ADESIVO PLAST P/TUBOS PVC 175,1.0,15.5,15.5
17890,300,FITA VEDA ROSCA 18MMX10M,1.0,1.81,1.81
17890,380,DOCOL REG  PRESSAO BASE 3/4,1.0,60.9,60.9
17890,3429,DOCOL ACAB METAL 3/4 COMPLETO CEU,1.0,39.05,39.05
17890,3623,ARGAMASSA COLANTE CANAÃ - AC I 20KG,2.0,16.845,33.69
17890,652,REJUNTE PALHA 1KG USICAL,2.0,7.7,15.4
17890,152,"FERRO 8MM 4,7KG 12MT",2.0,46.16,92.32
17890,760,TIJOLO 8 FUROS 9 X 17 X 17 CM,500.0,1.14558,572.79
17890,763,AREIA MEDIA,2.0,121.525,243.05
17890,153,"FERRO 4,2MM 1,3KG 12MT",1.0,10.95,10.95
17891,3729,"PISO PRETO ACETINADO 3,6L RESICOLOR",1.0,158.0,158.0
17892,954,PLASTIFICANTE ARGAMASSA ADITIVO 18L QUARTZOLIT,1.0,245.0,245.0
17893,2484,TAMPINHA PLAST 20 MM P/PIA,4.0,1.0,4.0
17893,2798,TUBOZAN TE SOLD 20,2.0,2.21,4.42
17894,2484,TAMPINHA PLAST 20 MM P/PIA,4.0,0.3575,1.43
17894,2798,TUBOZAN TE SOLD 20,2.0,0.785,1.57
17895,3622,"BRASILINE ESMALTE SINTÉTICO BR BRILHANTE 3,6L BRASILUX",1.0,170.0,170.0
17896,3332,"TORN JARDIM 3/4"" PT GRANEL DURIN",1.0,6.75,6.75
17896,3423,FITA VEDA ROSCA 18MMX5M,1.0,1.75,1.75
17899,1063,"TIJOLO 9 FUROS 13 X 13 X 18,5 CM",800.0,1.5,1200.0
17899,3235,ROMAZI PLUGUE MACHO 2P+T 20A 180° CZ,1.0,10.5,10.5
17899,3236,ROMAZI PLUGUE FÊMEA 2P+T 20A CZ,2.0,7.5,15.0
17899,723,"BOBINA CABO P.P 2 X 2,5",35.0,6.5,227.5
17899,2505,MARTELO POLIDO THOMPSON 27MM,1.0,50.0,50.0
17901,750,CHAPEU PEPPI 4,3.0,45.0,135.0
17902,300,FITA VEDA ROSCA 18MMX10M,5.0,2.068,10.34
17902,1719,MULTILIT CANTO EXT. BCO GELO,4.0,3.2975,13.19
17904,1832,ATLAS GRELHA QUADR INOX P/ CX SIF C/CX 15CM,1.0,34.0,34.0
17905,1568,TUBOZAN TUBO SOLD 25 6M,0.5,27.0,13.5
17906,326,LIMA ENXADA 8 S/C,1.0,16.91,16.91
17906,3457,FACAO P/MATO 20 C/PLAST THOMPSON,1.0,43.09,43.09
17907,1571,TUBOZAN TUBO SOLD 50 6M,0.5,85.34,42.67
17907,318,KRONA JOELHO SOLD 90X50MM,4.0,9.1025,36.41
17907,1529,TUBOZAN JUNCAO REDUCAO ESGOTO 100 X 50,1.0,30.92,30.92
17908,3332,"TORN JARDIM 3/4"" PT GRANEL DURIN",1.0,7.0,7.0
17910,722,CIMENTO ITAU 50KG,30.0,49.9,1497.0
17910,764,AREIA FINA,12.0,150.0,1800.0
17910,812,GESCALITE 5L,1.0,42.9,42.9
17910,635,CAL HIDRATADA CH III 20 KG,10.0,21.8,218.0
17911,763,AREIA MEDIA,5.0,130.0,650.0
17912,812,GESCALITE 5L,1.0,44.9,44.9
17913,3475,"NIVELADOR PISO 1,0MM (PCTE 50PC) VONDER",12.0,19.56,234.72
17915,3230,DEWALT SERRA MARMORE 125MM 1400 W 220V,1.0,448.14,448.14
17915,2493,DISCO DE CORTE 4 1/2 INOX THOMPSON,2.0,3.235,6.47
17915,2510,SERRA CIRCULAR 4 3/8 24 DENTES THOMPSON,1.0,15.39,15.39
17916,722,CIMENTO ITAU 50KG,5.0,48.0,240.0
17916,2459,"TRELICA TG8L 6/4,2/4,2MM 6M",1.0,57.0,57.0
17917,2084,"MANGUEIRA PRETA  1  X 2,0 MM",50.0,3.2,160.0
17917,1249,CONEXAO MANG ADAPT 1 ROSCA EXT AZUL LIEGE,2.0,2.5,5.0
17918,3623,ARGAMASSA COLANTE CANAÃ - AC I 20KG,30.0,21.0,630.0
17919,649,REJUNTE PRETO 1KG USICAL,2.0,7.7,15.4
17920,722,CIMENTO ITAU 50KG,15.0,49.930667,748.96
17920,1496,TUBOZAN TUBO ESGOTO 40 SN 6M,2.0,36.02,72.04
17921,264,DESEMPENADEIRA PLAST 17X30CM C/ESPUMA MAX,1.0,25.0,25.0
17922,1087,"TIJOLO 6 FUROS 9 X 13 X 18,5 CM",20.0,1.3,26.0
17923,3309,TINTA SPRAY USO GERAL MARROM 400ML,1.0,29.0,29.0
17924,1640,TUBOZAN LUVA ESG 100,1.0,12.0,12.0
17925,1087,"TIJOLO 6 FUROS 9 X 13 X 18,5 CM",10.0,1.31,13.1
17925,722,CIMENTO ITAU 50KG,1.0,49.9,49.9
17926,980,TORNEIRA PAREDE BR CROSS 1/2 3/4 - TIGRE,1.0,45.0,45.0
17927,1208,AMANCO JOELHO 90 ESG SN DN100 CB,2.0,12.535,25.07
17927,1375,AMANCO LUVA SOLD BUCHA LATAO 25MMX1/2,1.0,15.24,15.24
17927,1623,TUBOZAN TE SOLD 25,2.0,2.27,4.54
17927,1608,TUBOZAN JOELHO 90 SOLD 25,3.0,1.05,3.15
17927,640,ARGAMASSA USICAL - MULTIUSO INT E EXT 20KG,3.0,40.46333,121.39
17927,2341,REJUNTE PORCELANATOS CINZA PLATINA 1KG QUARTZOLIT,1.0,28.06,28.06
17927,2340,REJUNTE PORCELANATOS PRETO GRAFITE 1KG QUARTZOLIT,1.0,22.55,22.55
17928,1491,TUBOZAN ADESIVO PLAST P/TUBOS PVC 175,1.0,18.92,18.92
17928,345,KRONA LUVA ESG 100MM,1.0,13.74,13.74
17929,763,AREIA MEDIA,1.0,138.0,138.0
17931,1144,AMANCO JOELHO 90 ANEL LAB ESG SN DN40X38 CB,2.0,13.75,27.5
17931,1499,TUBOZAN TUBO ESGOTO 100 SN 6M,0.5,88.74,44.37
17931,1056,AMANCO TUBO ESG SN DN 50X6M,0.5,69.06,34.53
17931,1623,TUBOZAN TE SOLD 25,1.0,2.33,2.33
17931,1641,TUBOZAN CAIXA SIF QUAD 100 X 100 X 50,1.0,24.19,24.19
17931,1522,TUBOZAN JOELHO 90 ESGOTO 50,3.0,4.37667,13.13
17931,1209,AMANCO JOELHO 90 VISITA ESG SN DN100X50 CB,1.0,56.08,56.08
17931,722,CIMENTO ITAU 50KG,6.0,49.97833,299.87
17932,3528,SELANTE PU40 FIX CINZA 387G,1.0,29.0,29.0
17933,1017,PARAF DRYWALL PA 4;2MMX13MM - WORKER,60.0,0.233333,14.0
17934,2493,DISCO DE CORTE 4 1/2 INOX THOMPSON,2.0,3.5,7.0
17935,2276,ELETRODO P/ACO CARBONO 3.25MM,2.0,26.635,53.27
17935,2909,FITA ISOLANTE PRETA 5M - FOXLUX,1.0,3.73,3.73
17937,1627,TUBOZAN BUCHA RED SOLD LONGA 50 X 25,38.0,3.02579,114.98
17937,1563,TUBOZAN LUVA SOLD C/BUCHA LATAO 25 X 3/4,8.0,7.1025,56.82
17937,1589,TUBOZAN ADAP. SOLD. C/ BOLSA ROSCA 25 X 3/4,58.0,0.831034,48.2
17938,2748,BELGO PREGO 19X39,1.0,24.11,24.11
17938,807,PREGO C/CABECA 18X30 GERDAU,1.0,22.61,22.61
17938,62,PREGO C/CABECA 19X36,2.0,21.64,43.28
17939,3215,LONA PRETA 4X110 40KG,140.0,2.3375,327.25
17939,2976,ELETRODUTO CORR. PES. 3/4POL-DN25 50M KRONA,20.0,2.2185,44.37
17939,2959,PALHA DE ACO N1 VEGA,10.0,2.338,23.38
17940,807,PREGO C/CABECA 18X30 GERDAU,5.0,23.4,117.0
17941,3504,CABO FLEX 6MM C/100M PRETO PW,1.0,582.7,582.7
17941,351,LUVA ROSC 1/2,3.0,1.78333,5.35
17941,3494,BRACO P/CHUV. PVC 30CM BR C/CAN,3.0,4.49,13.47
17941,3340,FITA ISOLANTE 18MMX10M IMPERIAL 3M,2.0,6.12,12.24
17941,523,DISJUNTOR DIN BR BIPOLAR C 10A SOPRANO,2.0,36.615,73.23
17941,427,DISJUNTOR DIN BR UNIPOLAR C 16A SOPRANO,3.0,12.11,36.33
17941,3532,DUCHA 3T 5400W/220V BRANCA VONDER,3.0,69.94,209.82
17941,2553,BACIA C/CAIXA WAY BR LORENZETTI,2.0,691.245,1382.49
17941,81,TRINCHA P/PINTURA 395 2,1.0,9.58,9.58
17941,82,TRINCHA P/PINTURA 395 2 1/2,1.0,12.58,12.58
17941,66,"ESPATULA PLASTICA 13,1CM ATLAS",1.0,3.45,3.45
17941,342,LIXA FERRO 60 3M,3.0,4.01,12.03
17941,3669,LIXA FERRO 80 3M/NORTON,3.0,4.18333,12.55
17941,3137,GARFO P/ROLO 23CM GLOBO ROMA,1.0,12.29,12.29
17941,1820,ROLO DE PINTURA BRASILEIRINHO POLIAMID 23CM,1.0,21.87,21.87
17942,1629,TUBOZAN CURVA 90 CURTA ESG 40,3.0,8.20667,24.62
17942,1512,TUBOZAN TE ESG 50,2.0,12.475,24.95
17942,1522,TUBOZAN JOELHO 90 ESGOTO 50,5.0,4.918,24.59
17942,1055,AMANCO TUBO ESG SN DN 40X6M,0.5,47.2,23.6
17942,1056,AMANCO TUBO ESG SN DN 50X6M,0.5,77.56,38.78
17942,2462,"ABRAC DE NYLON  BRANCA 4,80 X 380MM",8.0,0.495,3.96
17943,1774,515 BOTINA MOUNTAIN ZIPER COBRE 41,1.0,186.29,186.29
17943,3619,LUVA FLEXTACTIL PRETA G  DANNY,2.0,4.88,9.76
