CodigoVenda,CodigoProduto,Descricao,Quantidade,ValorUnitario,ValorTotal
17664,800,ARAME RECOZIDO LISO 18,1.0,24.06,24.06
17665,3330,TORN TANQ 15CM BERLIM 1/4 VOLTA BR DURIN,1.0,26.0,26.0
17666,2353,CAIXA PLÁSTICA 4X2 AM ROMAZI,27.0,2.296296,62.0
17667,1524,TUBOZAN JOELHO 90 ESGOTO 100,4.0,11.25,45.0
17668,3213,LAMINA TICO-TICO 75MM 6D C/2 STARRETT,1.0,16.42,16.42
17668,3038,AGUARRAS 900ML BRASILUX,1.0,27.77,27.77
17668,3284,MASCARA DESCARTAVEL VALVULADA PFF1 AZUL GRAZIA,3.0,2.43667,7.31
17669,3617,LUVA MALHA 4 FIOS MESCLADA VONDER,2.0,4.495,8.99
17669,2669,MANTA LIQUIDA B AGUA ASFALTICA 18L WORKER,4.0,387.7525,1551.01
17670,638,ARGAMASSA USICAL - INTERNO - AC I 20KG,2.0,19.5,39.0
17670,2670,REJUNTE CERAMICAS CINZA PLATINA 5KG QUARTZOLIT,2.0,68.0,136.0
17670,763,AREIA MEDIA,4.0,130.0,520.0
17671,3182,ESPATULA DE ACO 08CM MELFI,1.0,12.0,12.0
17672,1349,PLUG ROSC 3/4,1.0,2.0,2.0
17673,1661,AMANCO TUBO DESC VALV DESCARG JOELHO DN38X832,1.0,24.37,24.37
17673,512,DOCOL VALV DESC BASE 1.1/2,1.0,161.57,161.57
17673,1537,TUBOZAN SIFAO SIMPLES BRANCO,1.0,9.73,9.73
17673,1190,AMANCO CX SIF GR BR QD DN100X100XDN50,1.0,52.68,52.68
17673,1208,AMANCO JOELHO 90 ESG SN DN100 CB,2.0,12.86,25.72
17673,380,DOCOL REG  PRESSAO BASE 3/4,1.0,66.03,66.03
17673,177,ADESIVO PLAST 175G C/PINCEL KRONA,1.0,17.59,17.59
17673,1089,AMANCO JOELHO 90 SOLD 50MM CB,3.0,8.43333,25.3
17673,1349,PLUG ROSC 3/4,3.0,1.41333,4.24
17673,1142,AMANCO JUNCAO SIMP ESG SN DN50 CB,1.0,22.6,22.6
17673,1378,AMANCO TE ESGOTO 50X50MM,2.0,21.99,43.98
17673,3292,ADAP. SOLD. P/REG 25X3/4 CURTO PLASTILIT,1.0,0.71,0.71
17673,3177,FITA VEDA ROSCA 18MM X 50M GOOL,1.0,11.11,11.11
17673,1098,AMANCO ADAPT RED INT 3/4X1/2 LJ CB,2.0,5.685,11.37
17673,2353,CAIXA PLÁSTICA 4X2 AM ROMAZI,11.0,2.024545,22.27
17673,1522,TUBOZAN JOELHO 90 ESGOTO 50,5.0,4.368,21.84
17673,1129,AMANCO LUVA SOLD 50MM CB,3.0,11.48333,34.45
17673,1125,AMANCO TE RED SOLD 50X25MM CB,1.0,23.76,23.76
17673,345,KRONA LUVA ESG 100MM,1.0,12.2,12.2
17673,1617,TUBOZAN REGISTRO ESFERA SOLD 50,1.0,27.39,27.39
17673,354,LUVA SOLD 25MM,5.0,1.326,6.63
17673,1375,AMANCO LUVA SOLD BUCHA LATAO 25MMX1/2,7.0,15.64286,109.5
17673,1127,AMANCO LUVA SOLD BUCHA LATAO 25MMX3/4 CB,1.0,25.69,25.69
17673,1592,TUBOZAN ADAP. SOLD. C/ BOLSA ROSCA 50 X 1 1/2,1.0,11.81,11.81
17673,1623,TUBOZAN TE SOLD 25,6.0,2.325,13.95
17673,1608,TUBOZAN JOELHO 90 SOLD 25,8.0,1.07625,8.61
17673,164,DOCOL ACAB P/VALV DESC GELO POLAR,1.0,43.56,43.56
17673,484,ASTRA TUBO LIGACAO 25CM BR SANF C/CANOPL,1.0,18.7,18.7
17673,3081,LIXA EM FOLHA FERRO GRAO 100,1.0,3.29,3.29
17673,3332,"TORN JARDIM 3/4"" PT GRANEL DURIN",4.0,5.84,23.36
17673,1526,TUBOZAN TE RED ESG 100 X 50,2.0,26.29,52.58
17673,584,AMANCO TUBO SOLD 50MM 6M,2.0,118.565,237.13
17673,1056,AMANCO TUBO ESG SN DN 50X6M,2.0,68.88,137.76
17673,1499,TUBOZAN TUBO ESGOTO 100 SN 6M,1.0,88.5,88.5
17674,1568,TUBOZAN TUBO SOLD 25 6M,4.0,26.5,106.0
17675,364,NIPLE ROSC 3/4,3.0,1.79,5.37
17675,1563,TUBOZAN LUVA SOLD C/BUCHA LATAO 25 X 3/4,2.0,9.76,19.52
17675,1608,TUBOZAN JOELHO 90 SOLD 25,4.0,1.2175,4.87
17675,300,FITA VEDA ROSCA 18MMX10M,1.0,2.24,2.24
17676,3520,BLUMENAU LAMPADA LED 12W 127/220V 6.500K,2.0,8.5,17.0
17677,720,MAX COLLOR SELADOR ACRI 16LT PREMIUM,1.0,79.54,79.54
17677,1583,TUBOZAN LUVA SOLD 25,2.0,1.385,2.77
17677,1623,TUBOZAN TE SOLD 25,1.0,2.69,2.69
17679,2452,ROMAZI INT 1 TEC SP +TOM 20A PL 4X2 BR 2036 DUNAS,3.0,15.6,46.8
17679,2453,ROMAZI INT 2 TEC SP +TOM 10A PL 4X2 BR 2017 DUNAS,1.0,16.68,16.68
17679,2447,ROMAZI 1 TOM 20A ESP 4X2 BR 1016 DUNAS,2.0,7.22,14.44
17679,2448,ROMAZI 2 TOM 10A ESP 4X2 BR 1015 DUNAS,2.0,11.095,22.19
17679,2446,ROMAZI 1 TOM 10A ESP 4X2 BR DUNAS,9.0,7.24778,65.23
17679,3529,ESPUMA PU 320G TEK BOND,2.0,25.845,51.69
17679,2707,TRENA EMBORRACHADA 5MT PREFIELD,1.0,22.97,22.97
17680,1725,MASSA TAPA FURO 340G,1.0,41.17,41.17
17680,3315,ASSENTO SANIT ESPECIAL BR DURIN,1.0,45.87,45.87
17680,2926,COPO TERMICO COLEMAN 600ML VERDE,1.0,163.61,163.61
17680,2114,PORTA PARA VERNIZ PADRAO CURRUPIXA II - 70CM,1.0,263.38,263.38
17680,3373,PORTA LAMINADA 75 ESQ FORT,1.0,638.13,638.13
17680,1808,ITAUBA PORTAL 14,2.0,273.92,547.84
17682,3404,"ELETRODO 60.13 2,50MM VONDER",1.5,27.64,41.46
17682,3474,JOGO FERRAMENTAS C/113PC VONDER,1.0,694.53,694.53
17682,3559,FITA ISOL. 18MMX05M IMPERIAL,2.0,3.72,7.44
17682,1153,AMANCO UNIAO MANGUEIRA DE 1/2 LJ,1.0,11.55,11.55
17682,3600,TRAMONTINA BICO ADAPT ENGATE RAPIDO 3/4 C/BUCHA 1/2,1.0,4.41,4.41
17682,3604,TRAMONTINA ENGATE RAPIDO P/MANGUEIRA 1/2,1.0,4.86,4.86
17682,300,FITA VEDA ROSCA 18MMX10M,1.0,2.28,2.28
17682,3332,"TORN JARDIM 3/4"" PT GRANEL DURIN",1.0,6.78,6.78
17682,3180,"KRONA TE ROSCAVEL 1/2""",1.0,4.36,4.36
17682,1251,CONEXAO MANG ADAPT 1/2 ROSCA EXT AZUL LIEGE,2.0,1.35,2.7
17682,2505,MARTELO POLIDO THOMPSON 27MM,1.0,57.2,57.2
17682,3456,FACAO P/MATO 12 C/PLAST THOMPSON,1.0,22.5,22.5
17682,2946,SQUEEZE MATTERHORN ACO INOX 591ML MATTE BLACK,1.0,124.48,124.48
17682,2931,CAIXA TERM 26LTS C/RODAS - DEEP OCEAN,1.0,590.48,590.48
17683,750,CHAPEU PEPPI 4,1.0,44.0,44.0
17684,1194,AMANCO FITA VEDA ROSCA 18MM X 25M,1.0,13.7,13.7
17685,1546,TUBOZAN VALVULA P/LAVAT E TANQUE,1.0,6.0,6.0
17686,812,GESCALITE 5L,1.0,52.0,52.0
17687,3100,"DISCO DIAMANTADO TURBO 180MM 7""",1.0,57.0,57.0
17688,3436,DESEMPENADEIRA PLAST CORRUGADA PRETA 18X30,1.0,15.5,15.5
17688,1166,AMANCO JOELHO 90 SOLD 20MM CB,1.0,2.5,2.5
17690,970,TECPLUS 1 IMPERMEABILIZANTE 1L - QUARTZOLIT,1.0,21.49,21.49
17691,812,GESCALITE 5L,1.0,51.0,51.0
17692,3462,SERRA BIMETALICA 24 DENTES THOMPSON,1.0,7.0,7.0
17693,764,AREIA FINA,6.0,145.0,870.0
17694,719,MAX COLLOR TEXTURA BCA 20KG,5.0,82.0,410.0
17695,933,PARAF MAD PHIL CHATA CHIP 3;5X20MM % - CISER,10.0,0.13,1.3
17695,935,PARAF MAD PHIL CHATA CHIP 4;0X40MM % - CISER,16.0,0.27,4.32
17695,630,BUCHA PLAST FIXACAO C/ANEL 06,16.0,0.08375,1.34
17695,745,BUCHA PLAST FIXACAO C/ANEL 08,10.0,0.121,1.21
17695,1538,TUBOZAN SIFAO DUPLO BRANCO COM ANEL,1.0,24.83,24.83
17695,3413,VASSOURA PLAST. GRAMA 22D C/C MAD. 120CM GERPLAST,1.0,16.0,16.0
17696,640,ARGAMASSA USICAL - MULTIUSO INT E EXT 20KG,5.0,43.9,219.5
17697,996,DISCO LIXA DIAMANTAD 100MM GRAO 3000 - WORKER,1.0,24.82,24.82
17697,994,DISCO LIXA DIAMANTAD 100MM GRAO 1500 - WORKER,1.0,23.36,23.36
17697,59,FITA CREPE USO GERAL 48MM X 50M ADERE,1.0,19.59,19.59
17698,536,DISJUNTOR DIN BR BIPOLAR C 50A SOPRANO,1.0,47.0,47.0
17699,1537,TUBOZAN SIFAO SIMPLES BRANCO,2.0,11.0,22.0
17700,1267,CONEXAO MANG UNIAO 3/4 INT AZUL LIEGE,8.0,1.5925,12.74
17700,1608,TUBOZAN JOELHO 90 SOLD 25,5.0,1.212,6.06
17700,1185,AMANCO LUVA COR SOLD 25MM CB,3.0,46.53333,139.6
17700,1132,AMANCO LUVA SOLD 25MM CB,10.0,1.903,19.03
17700,3247,ADESIVO PVC 17G KRONA,1.0,3.57,3.57
17701,727,CORDA CARRETEL COLORIDA 10MM 165M VAP,72.0,2.777778,200.0
17701,3236,ROMAZI PLUGUE FÊMEA 2P+T 20A CZ,2.0,7.87,15.74
17701,3340,FITA ISOLANTE 18MMX10M IMPERIAL 3M,1.0,7.14,7.14
17701,375,PNEU P/CARRINHO DE MAO 3.25X8 COLSON,1.0,40.92,40.92
17702,933,PARAF MAD PHIL CHATA CHIP 3;5X20MM % - CISER,6.0,0.14333,0.86
17702,2023,FERROLHO CHATO PORTA CADEADO 3,1.0,10.0,10.0
17702,630,BUCHA PLAST FIXACAO C/ANEL 06,2.0,0.07,0.14
17703,2748,BELGO PREGO 19X39,1.0,25.0,25.0
17705,1276,DISCO DIAMANTADO SEGMENTADO 110X20MM - KALA,1.0,21.5,21.5
17709,2783,PISO 32X62CM 32HDA10 A (2MT),12.0,42.91667,515.0
17709,3625,ARGAMASSA COLANTE CANAÃ - AC III 20KG,3.0,49.0,147.0
17709,1496,TUBOZAN TUBO ESGOTO 40 SN 6M,1.0,38.0,38.0
17709,1623,TUBOZAN TE SOLD 25,1.0,3.0,3.0
17710,1520,TUBOZAN CURVA 45 LONGA ESGOTO 100,1.0,75.0,75.0
17711,2798,TUBOZAN TE SOLD 20,1.0,0.64,0.64
17711,1166,AMANCO JOELHO 90 SOLD 20MM CB,2.0,0.63,1.26
17711,1573,TUBOZAN CAP SOLD 20,2.0,0.49,0.98
17711,2461,"ABRAC DE NYLON  BRANCA 3,50 X 200MM",8.0,0.05375,0.43
17711,3247,ADESIVO PVC 17G KRONA,1.0,1.05,1.05
17711,3340,FITA ISOLANTE 18MMX10M IMPERIAL 3M,1.0,2.06,2.06
17711,1567,TUBOZAN TUBO SOLD 20 6M,0.5,14.08,7.04
17711,3383,ABRAC RSF INCA 3/4X1 (19X25) 9MM,1.0,1.53,1.53
17713,345,KRONA LUVA ESG 100MM,1.0,12.66,12.66
17713,1208,AMANCO JOELHO 90 ESG SN DN100 CB,1.0,13.34,13.34
17715,1072,AVANT LAMPADA PERA BRANCA 15W-BIV,7.0,13.78,96.46
17715,2362,ROMAZI PLAFON P/LAMP ELET 100W BR 7003,7.0,6.60286,46.22
17715,2401,ROMAZI 2 TOM MDL 20A PL 4X2 BR 1625 CANOA,15.0,14.81467,222.22
17715,2406,ROMAZI 1 INT MDL 10A SP+TOM 20A PL 4X2 BR 2625 CANOA,4.0,20.975,83.9
17715,3340,FITA ISOLANTE 18MMX10M IMPERIAL 3M,2.0,6.31,12.62
17715,597,ELGIN LUMINARIA DE EMERGENCIA 30 LED,3.0,22.74333,68.23
17715,1065,ARANDELA LED BRANCA 12W-BIV-1000,12.0,35.57833,426.94
17715,2310,"FIO BOBINA 2,5 VERDE",32.0,2.10375,67.32
17715,775,"FIO  BOBINA 2,5 AZUL",32.0,2.10375,67.32
17715,770,"FIO BOBINA 1,5 AZUL",20.0,1.37,27.4
17715,771,"FIO BOBINA 1,5 PRETO",20.0,1.37,27.4
17715,595,LUMINARIA LED SLIM 36W 6500K BIV,16.0,40.8725,653.96
17716,1383,"TIJOLO REFRATARIO 5,1CM",105.0,10.49,1101.45
17716,1384,"TIJOLO REFRATARIO 5,1CM C/FURO",15.0,9.67,145.05
17717,1980,"PORC 80X80 CALACATA ORO POLIDO A (1,93MT)",5.79,91.91019,532.16
17717,716,TINTA ACR FCA BCO 18LT GOLD 73,1.0,249.0,249.0
17719,2587,ROLO DE TEXTURA RUSTICA 10CM VERMELHO,1.0,44.0,44.0
17720,226,CAMARA DE AR 3.25X8 30PSI,1.0,21.0,21.0
17721,3086,LIXA DAGUA GRAO 120,1.0,2.1,2.1
17721,1556,TUBOZAN ADAP. SOLDAVEL P/ CX DAGUA 50 X 1 1/2,1.0,43.76,43.76
17721,1617,TUBOZAN REGISTRO ESFERA SOLD 50,1.0,30.11,30.11
17721,1627,TUBOZAN BUCHA RED SOLD LONGA 50 X 25,1.0,4.03,4.03
17723,3436,DESEMPENADEIRA PLAST CORRUGADA PRETA 18X30,1.0,15.0,15.0
17724,3579,TORN TANQ/MAQ LAV VIENNA PT DURIN,1.0,48.0,48.0
17724,3423,FITA VEDA ROSCA 18MMX5M,1.0,2.0,2.0
17725,3529,ESPUMA PU 320G TEK BOND,1.0,27.0,27.0
17726,154,"FERRO 10MM 7,4KG 12MT",300.0,42.2459333333,12673.78
17726,157,"FERRO 5MM 1,88KG 12MT",1000.0,17.37703,17377.03
17726,152,"FERRO 8MM 4,7KG 12MT",400.0,36.69325,14677.3
17726,156,"FERRO 6,3MM 2,94KG 12MT",100.0,22.8351,2283.51
17726,805,PREGO C/CABECA 17X27 PREGOFIX,40.0,16.76225,670.49
17726,62,PREGO C/CABECA 19X36,30.0,14.558,436.74
17726,155,"FERRO 12,5MM 11,5KG 12MT",60.0,81.606833,4896.41
17726,3399,TIJOLO 8 FUROS 9 X 19 X 19 CM,10000.0,1.513542,15135.42
17726,800,ARAME RECOZIDO LISO 18,100.0,18.4932,1849.32
17727,1608,TUBOZAN JOELHO 90 SOLD 25,3.0,1.33333,4.0
17728,760,TIJOLO 8 FUROS 9 X 17 X 17 CM,100.0,1.25,125.0
17729,623,CONJ BR LEV MODULAR 1 TOM 20A 3P 87141,1.0,11.65,11.65
17730,601,SPRAY USE 400ML BRANCO FOSCO,1.0,7.27,7.27
17730,2512,CANTONEIRA RED. LEVE 25CM THOMPSON,6.0,3.305,19.83
17730,214,BUCHA PLAST C/ANEL 08,12.0,0.04833,0.58
17730,3064,PARAF SEXTAVADO RS 1/4X75 ZB,12.0,0.5925,7.11
17730,1625,TUBOZAN TE SOLD 50,1.0,6.46,6.46
17730,1643,TUBOZAN JOELHO 90 SOLD 50,1.0,3.46,3.46
17730,1101,AMANCO BUCHA RED SOLD LGA 50X25MM,1.0,15.28,15.28
17732,3593,GRELHA 30X30 COLETOR,1.0,88.71,88.71
17732,722,CIMENTO ITAU 50KG,8.0,28.55875,228.47
17732,763,AREIA MEDIA,2.0,79.555,159.11
17732,1519,TUBOZAN CURVA 45 LONGA ESGOTO 50,4.0,8.7325,34.93
17732,1209,AMANCO JOELHO 90 VISITA ESG SN DN100X50 CB,1.0,37.16,37.16
17732,2871,AMANCO CURVA 90 CTA ESG SN DN50 CB,1.0,16.11,16.11
17732,1481,TUBOZAN CAIXA DE GORDURA 410 X 410 X410,1.0,102.9,102.9
17732,3027,"PIA TANQUE 0,81X0,50 CM TR",1.0,96.23,96.23
17732,635,CAL HIDRATADA CH III 20 KG,3.0,13.05,39.15
17732,1499,TUBOZAN TUBO ESGOTO 100 SN 6M,1.0,58.81,58.81
17732,1506,TUBOZAN JOELHO 45 ESGOTO 100,1.0,10.0,10.0
17732,3600,TRAMONTINA BICO ADAPT ENGATE RAPIDO 3/4 C/BUCHA 1/2,1.0,2.52,2.52
17732,3604,TRAMONTINA ENGATE RAPIDO P/MANGUEIRA 1/2,2.0,2.78,5.56
17732,1369,ESGUICHO RETO P/ENG.RAP.TRAMONTINA,1.0,5.53,5.53
17732,1514,TUBOZAN TE ESG 100,2.0,16.905,33.81
17732,3319,"MANGUEIRA JARDIM STANDARD 1/2"" DURIN",30.0,3.394,101.82
17732,1589,TUBOZAN ADAP. SOLD. C/ BOLSA ROSCA 25 X 3/4,1.0,0.67,0.67
17732,1563,TUBOZAN LUVA SOLD C/BUCHA LATAO 25 X 3/4,1.0,5.72,5.72
17732,635,CAL HIDRATADA CH III 20 KG,1.0,13.05,13.05
17732,2299,TELHA ECONOFLEX 2.44 X 1.10 5MM,3.0,41.37333,124.12
17732,1568,TUBOZAN TUBO SOLD 25 6M,4.0,15.5675,62.27
17732,2350,ARGAMASSA REFRATARIA 5KG QUARTZOLIT,1.0,25.29,25.29
17732,1384,"TIJOLO REFRATARIO 5,1CM C/FURO",18.0,5.534444,99.62
17732,1662,AMANCO CURVA 90 CTA ESG SN DN100 CB,1.0,42.95,42.95
17732,2877,AMANCO CURVA 45 CTA ESG SN DN100 CB,1.0,55.48,55.48
17734,1542,TUBOZAN ENGATE FLEXIVEL 60,1.0,10.57,10.57
17734,274,DOBRADICA CART. 3PCS 3.1/2 1401,1.0,15.43,15.43
17735,2721,TINTA SPRAY USO GERAL BRANCO FOSCO 350ML,2.0,28.945,57.89
17735,45,ELETRODUTO CORR PRETO 25MM GERPLAST,15.0,1.94067,29.11
17736,3528,SELANTE PU40 FIX CINZA 387G,1.0,24.26,24.26
17736,2749,LAPIS CARPINTEIRO LUFKIN,1.0,1.33,1.33
17736,3462,SERRA BIMETALICA 24 DENTES THOMPSON,1.0,5.83,5.83
17736,1524,TUBOZAN JOELHO 90 ESGOTO 100,6.0,10.32,61.92
17736,345,KRONA LUVA ESG 100MM,6.0,11.76667,70.6
17736,177,ADESIVO PLAST 175G C/PINCEL KRONA,3.0,16.96667,50.9
17736,314,KRONA JOELHO ESG 90X50MM,16.0,5.035625,80.57
17736,1623,TUBOZAN TE SOLD 25,12.0,2.24333,26.92
17736,1608,TUBOZAN JOELHO 90 SOLD 25,15.0,1.03867,15.58
17736,1589,TUBOZAN ADAP. SOLD. C/ BOLSA ROSCA 25 X 3/4,3.0,0.97333,2.92
17736,1132,AMANCO LUVA SOLD 25MM CB,10.0,1.629,16.29
17736,1127,AMANCO LUVA SOLD BUCHA LATAO 25MMX3/4 CB,2.0,24.78,49.56
17736,1090,AMANCO JOELHO 90 SOLD BUCHA LATAO 25MMX1/2 CB,15.0,12.705333,190.58
17736,1568,TUBOZAN TUBO SOLD 25 6M,8.0,22.6025,180.82
17736,1056,AMANCO TUBO ESG SN DN 50X6M,4.0,66.4425,265.77
17736,1499,TUBOZAN TUBO ESGOTO 100 SN 6M,3.0,85.38,256.14
17738,177,ADESIVO PLAST 175G C/PINCEL KRONA,1.0,20.0,20.0
17739,341,LIXA FERRO 36 3M,1.0,4.81,4.81
17739,3340,FITA ISOLANTE 18MMX10M IMPERIAL 3M,3.0,6.38333,19.15
17739,181,ALICATE UNIVERSAL 8 POLIDO THOMPSON (NOVE 54),1.0,34.03,34.03
17740,3742,SPRAY ALTA TEMP. PRETO FOSCO CHEMICOLOR,1.0,42.5,42.5
17741,176,ADESIVO PLAST 17G,1.0,3.7,3.7
17742,2121,CHAVE BIELA 11MM C/FURO,1.0,12.02,12.02
17742,712,TINTA P/ PISO FCO 18LT CHUMBO PREMIUM 173,1.0,241.98,241.98
17743,1600,TUBOZAN LUVA SOLD C/RED 32 X 25,2.0,10.265,20.53
17743,1516,TUBOZAN CAP ESGOTO 50,2.0,6.34,12.68
17743,1590,TUBOZAN ADAP. SOLD. C/ BOLSA ROSCA 32 X 1,2.0,6.31,12.62
17743,1251,CONEXAO MANG ADAPT 1/2 ROSCA EXT AZUL LIEGE,2.0,1.26,2.52
17743,1574,TUBOZAN CAP SOLD 25,1.0,1.65,1.65
17744,176,ADESIVO PLAST 17G,1.0,3.76,3.76
17744,1608,TUBOZAN JOELHO 90 SOLD 25,1.0,1.24,1.24
17747,1907,DECA COLUNA SANITARIA IZY BR,1.0,129.0,129.0
17747,1908,DECA LAVATORIO P/ COLUNA IZY BR,1.0,163.71,163.71
17747,767,PARAFUSO P/VASO BUCHA 08 LATONADO,2.0,1.985,3.97
17747,760,TIJOLO 8 FUROS 9 X 17 X 17 CM,1000.0,1.25,1250.0
17748,1353,KRONA TUBO ESGOTO 75MM 6M,6.0,91.66667,550.0
17748,1523,TUBOZAN JOELHO 90 ESGOTO 75,12.0,11.25,135.0
17749,2666,PREGO C/CABECA 17X27 GERDAU,1.0,22.0,22.0
17749,764,AREIA FINA,10.0,145.0,1450.0
17750,3518,BLUMENAU PAINEL LED EMB QUAD ALUM 218MM BIVOLT 18W 6.500K - BR,2.0,24.96,49.92
17750,3050,SPOT LED SUPIMPA RED 3W BIV 250,1.0,12.5,12.5
17751,1063,"TIJOLO 9 FUROS 13 X 13 X 18,5 CM",1400.0,1.4,1960.0
17752,763,AREIA MEDIA,5.0,139.0,695.0
17752,722,CIMENTO ITAU 50KG,35.0,49.9,1746.5
17753,638,ARGAMASSA USICAL - INTERNO - AC I 20KG,3.0,19.5,58.5
17753,652,REJUNTE PALHA 1KG USICAL,2.0,4.9,9.8
17754,3154,"ESQUADRO C/CABO PLASTICO 14"" 350MM RAMADA",1.0,28.0,28.0
17756,1518,TUBOZAN CAP ESGOTO 100,2.0,12.5,25.0
17757,2493,DISCO DE CORTE 4 1/2 INOX THOMPSON,2.0,3.5,7.0
17758,3771,DISCO FLAP CURVO G40 115X22;2MM METAL - WORKER,1.0,8.34,8.34
17758,3426,PLUG ROSC 1/2 PLASTILIT,3.0,0.77333,2.32
17758,2352,CAIXA PLÁSTICA 4X2 PT ROMAZI,4.0,1.0875,4.35
17759,3079,LIXA EM FOLHA MASSA GRAO 120,2.0,1.25,2.5
17760,800,ARAME RECOZIDO LISO 18,1.0,24.0,24.0
17761,3284,MASCARA DESCARTAVEL VALVULADA PFF1 AZUL GRAZIA,1.0,2.5,2.5
17762,1132,AMANCO LUVA SOLD 25MM CB,2.0,1.96,3.92
17763,1546,TUBOZAN VALVULA P/LAVAT E TANQUE,1.0,5.21,5.21
17763,633,CADEADO PADO LT - 25MM,1.0,23.73,23.73
17763,3150,CORRENTE ELO CURTO GALV 1/8 (3.2MM) SIVA,1.0,16.06,16.06
17764,2214,ESCAPULA COM BUCHA 08 - SAO RAPHAEL,4.0,1.3625,5.45
17764,3401,CANALETA 20X10X2.00MM BR AZUL C/FITA TRAMONTINA,2.0,11.775,23.55
17765,3446,BROCA SDS PLUS J 10MMX210MM THOMPSON,1.0,14.0,14.0
17766,2406,ROMAZI 1 INT MDL 10A SP+TOM 20A PL 4X2 BR 2625 CANOA,3.0,22.66667,68.0
17768,1583,TUBOZAN LUVA SOLD 25,2.0,1.425,2.85
17768,2579,AMANCO LUVA DE PRESSAO ELETR 25MM,3.0,2.71667,8.15
17769,2406,ROMAZI 1 INT MDL 10A SP+TOM 20A PL 4X2 BR 2625 CANOA,7.0,19.21857,134.53
17769,2400,ROMAZI 2 TOM MDL 10A PL 4X2 BR 1615 CANOA,9.0,13.57444,122.17
17769,2398,ROMAZI 1 TOM MDL 10A PL 4X2 BR 1613 CANOA,10.0,9.33,93.3
17770,1175,AMANCO TORN BOIA PLAST VZ TOTAL 3/4,1.0,100.0,100.0
17771,3552,"VERNIZ TRANSPARENTE 3,6L MAX COLLOR",1.0,89.37,89.37
17771,3082,LIXA EM FOLHA FERRO GRAO 120,1.0,2.95,2.95
17771,3079,LIXA EM FOLHA MASSA GRAO 120,3.0,0.88,2.64
17771,1480,TINTA SPRAY USO GERAL PRETO FOSCO 350ML,2.0,17.52,35.04
17772,1462,TORN P/LAVAT E COZVERMELHA 1/4V 2291 FLEX VR CH,1.0,186.0,186.0
17773,2023,FERROLHO CHATO PORTA CADEADO 3,1.0,10.12,10.12
17773,932,PARAF MAD PHIL CHATA CHIP 3;0X22MM % - CISER,4.0,0.15,0.6
17774,3318,"MANG CRISTAL INCOLOR 5/16""X50M 1,5MM DURIN",2.0,4.0,8.0
17775,2495,DISCO DE CORTE P/MADEIRA 110MM (TUNGSTENIO) THOMPSON,1.0,30.28,30.28
17775,2501,FORMAO PREMIUM 3/4 CHANFRADO,1.0,19.62,19.62
17775,2707,TRENA EMBORRACHADA 5MT PREFIELD,1.0,23.69,23.69
17775,2761,"BROCA ACO RAPIDO 12,0MM PARAMAX",1.0,19.35,19.35
17775,2486,"BROCA CHATA P/MADEIRA B 5/16""",1.0,7.06,7.06
17776,2227,"PISO 41X41CM 41M05 A (2,00MTS)",30.0,25.9,777.0
17776,654,REJUNTE PORCELANATO CINZA PLATINA 1KG USICAL,4.0,7.9,31.6
17776,3623,ARGAMASSA COLANTE CANAÃ - AC I 20KG,10.0,16.9,169.0
17778,2759,ROMAZI  2 INT MDL 10A SP+TOM 20A PL 4X2 BR CANOA,1.0,20.17,20.17
17778,2353,CAIXA PLÁSTICA 4X2 AM ROMAZI,1.0,2.05,2.05
17780,808,PREGO TELHEIRO 18X30 (500G),2.0,19.0,38.0
17781,351,LUVA ROSC 1/2,1.0,2.2,2.2
17781,363,NIPLE ROSC 1/2,1.0,0.8,0.8
17782,936,PARAF MAD PHIL CHATA CHIP 4;5X35MM % - CISER,70.0,0.328571,23.0
17783,3627,MAXVINIL MASSA PVA 20KG,1.0,47.0,47.0
17784,200,BROCA ACO RAPIDO 05.50MMX9.3CM,1.0,10.99,10.99
17784,933,PARAF MAD PHIL CHATA CHIP 3;5X20MM % - CISER,18.0,0.136667,2.46
17784,630,BUCHA PLAST FIXACAO C/ANEL 06,18.0,0.08778,1.58
17784,631,BUCHA PLAST FIXACAO C/ANEL 10,4.0,0.245,0.98
17785,2720,TINTA SPRAY USO GERAL BRANCO BRILHANTE 350ML,3.0,28.0,84.0
17786,909,NIVELADOR 1MM 50PCS - CORTAG,3.0,19.89667,59.69
17786,2888,DESEMPENADEIRA ACO LISA CORTAG,1.0,31.45,31.45
17786,13,PALHA DE ACO N2 VEGA,3.0,2.95333,8.86
17787,3462,SERRA BIMETALICA 24 DENTES THOMPSON,1.0,7.0,7.0
17788,3411,VALV. P. AMERIC. PVC CR. 3.1/2 C/CESTO GRAP,1.0,11.46,11.46
17788,1537,TUBOZAN SIFAO SIMPLES BRANCO,1.0,10.08,10.08
17788,3319,"MANGUEIRA JARDIM STANDARD 1/2"" DURIN",5.0,5.29,26.45
17789,3340,FITA ISOLANTE 18MMX10M IMPERIAL 3M,2.0,4.705,9.41
17789,3097,"ABRAC DE NYLON BRANCA 3,6X300MM",3.0,0.19667,0.59
17790,274,DOBRADICA CART. 3PCS 3.1/2 1401,1.0,16.0,16.0
17791,2495,DISCO DE CORTE P/MADEIRA 110MM (TUNGSTENIO) THOMPSON,1.0,28.77,28.77
17791,66,"ESPATULA PLASTICA 13,1CM ATLAS",1.0,3.36,3.36
17791,73,ROLO DE PINTURA DE LA NATURAL 9CM,1.0,10.0,10.0
